=== FIGHT: no_warrior (seed AAAA0001) ===
screenshot: playtest_wren_no_warrior_00_select
classes picked before Start: ["Priest", "Geysermancer", "Siege Master", "Abomination"] (wanted ["Priest", "Geysermancer", "Siege Master", "Abomination"])
screenshot: playtest_wren_no_warrior_01_start
screenshot: playtest_wren_no_warrior_02_tick30
screenshot: playtest_wren_no_warrior_03_tick120
screenshot: playtest_wren_no_warrior_04_tick210
screenshot: playtest_wren_no_warrior_05_tick300
screenshot: playtest_wren_no_warrior_06_tick390
screenshot: playtest_wren_no_warrior_07_tick480
screenshot: playtest_wren_no_warrior_08_end
outcome: PLAYER_WIN at tick 629 (21.0s), survivors 1/4, frames waited 3417
--- event log for no_warrior ---
  tick 0  FIGHT_START  source=-1 target=-1 amount=0 action=
  tick 210  ACTION_START  source=11 target=3 amount=0 action=cultist_bolt
  tick 213  RESOURCE_SPENT  source=2 target=-1 amount=10 action=siege_shot
  tick 213  ACTION_START  source=2 target=12 amount=0 action=siege_shot
  tick 219  ACTION_FIRE  source=11 target=3 amount=0 action=cultist_bolt
  tick 219  DAMAGE  source=11 target=3 amount=7 action=cultist_bolt
  tick 219  STATUS_APPLIED  source=11 target=3 amount=0 action=cultist_bolt
  tick 221  ACTION_FIRE  source=2 target=12 amount=0 action=siege_shot
  tick 221  DAMAGE  source=2 target=12 amount=10 action=siege_shot
  tick 228  DAMAGE  source=-1 target=3 amount=1 action=
  tick 229  DAMAGE  source=-1 target=3 amount=1 action=
  tick 230  DAMAGE  source=-1 target=3 amount=1 action=
  tick 231  ACTION_START  source=3 target=12 amount=0 action=abomination_claw
  tick 233  DAMAGE  source=-1 target=3 amount=1 action=
  tick 235  ACTION_START  source=11 target=3 amount=0 action=cultist_bolt
  tick 235  DAMAGE  source=-1 target=3 amount=1 action=
  tick 237  ACTION_FIRE  source=3 target=12 amount=0 action=abomination_claw
  tick 237  DAMAGE  source=3 target=12 amount=17 action=abomination_claw
  tick 237  STATUS_APPLIED  source=3 target=12 amount=0 action=abomination_claw
  tick 237  DAMAGE  source=-1 target=3 amount=1 action=
  tick 239  DAMAGE  source=-1 target=12 amount=1 action=
  tick 240  DAMAGE  source=-1 target=12 amount=1 action=
  tick 241  DAMAGE  source=-1 target=3 amount=1 action=
  tick 241  DAMAGE  source=-1 target=12 amount=1 action=
  tick 242  ACTION_START  source=8 target=3 amount=0 action=goblin_arrow
  tick 242  DAMAGE  source=-1 target=12 amount=1 action=
  tick 243  ACTION_START  source=12 target=3 amount=0 action=ghoul_maul
  tick 243  DAMAGE  source=-1 target=3 amount=1 action=
  tick 244  RESOURCE_SPENT  source=2 target=-1 amount=10 action=siege_shot
  tick 244  ACTION_START  source=2 target=12 amount=0 action=siege_shot
  tick 244  DAMAGE  source=-1 target=3 amount=1 action=
  tick 244  ACTION_FIRE  source=11 target=3 amount=0 action=cultist_bolt
  tick 244  DAMAGE  source=11 target=3 amount=7 action=cultist_bolt
  tick 244  STATUS_APPLIED  source=11 target=3 amount=0 action=cultist_bolt
  tick 245  DAMAGE  source=-1 target=3 amount=1 action=
  tick 246  DAMAGE  source=-1 target=12 amount=1 action=
  tick 247  ACTION_START  source=3 target=12 amount=0 action=abomination_claw
  tick 247  DAMAGE  source=-1 target=3 amount=1 action=
  tick 249  DAMAGE  source=-1 target=3 amount=1 action=
  tick 249  ACTION_FIRE  source=8 target=3 amount=0 action=goblin_arrow
  tick 249  DAMAGE  source=8 target=3 amount=7 action=goblin_arrow
  tick 249  DAMAGE  source=-1 target=12 amount=1 action=
  tick 250  ACTION_START  source=13 target=3 amount=0 action=ghoul_maul
  tick 250  DAMAGE  source=-1 target=3 amount=1 action=
  tick 250  DAMAGE  source=-1 target=12 amount=1 action=
  tick 252  ACTION_FIRE  source=2 target=12 amount=0 action=siege_shot
  tick 252  DAMAGE  source=2 target=12 amount=23 action=siege_shot
  tick 252  DAMAGE  source=-1 target=3 amount=1 action=
  tick 252  DAMAGE  source=-1 target=12 amount=1 action=
  tick 253  ACTION_FIRE  source=3 target=12 amount=0 action=abomination_claw
  tick 253  DAMAGE  source=3 target=12 amount=13 action=abomination_claw
  tick 253  STATUS_APPLIED  source=3 target=12 amount=0 action=abomination_claw
  tick 254  DAMAGE  source=-1 target=3 amount=1 action=
  tick 255  ACTION_START  source=11 target=3 amount=0 action=cultist_bolt
  tick 255  DAMAGE  source=-1 target=12 amount=1 action=
  tick 256  ACTION_FIRE  source=12 target=3 amount=0 action=ghoul_maul
  tick 256  DAMAGE  source=12 target=3 amount=18 action=ghoul_maul
  tick 257  DAMAGE  source=-1 target=3 amount=1 action=
  tick 257  DAMAGE  source=-1 target=12 amount=1 action=
  tick 258  ACTION_START  source=8 target=3 amount=0 action=goblin_arrow
  tick 258  DAMAGE  source=-1 target=12 amount=1 action=
  tick 259  DAMAGE  source=-1 target=3 amount=1 action=
  tick 260  DAMAGE  source=-1 target=12 amount=1 action=
  tick 261  DAMAGE  source=-1 target=12 amount=1 action=
  tick 262  DAMAGE  source=-1 target=3 amount=1 action=
  tick 262  DAMAGE  source=-1 target=12 amount=1 action=
  tick 263  ACTION_START  source=3 target=12 amount=0 action=abomination_claw
  tick 263  DAMAGE  source=-1 target=3 amount=1 action=
  tick 263  DAMAGE  source=-1 target=12 amount=1 action=
  tick 263  ACTION_FIRE  source=13 target=3 amount=0 action=ghoul_maul
  tick 263  DAMAGE  source=13 target=3 amount=18 action=ghoul_maul
  tick 264  ACTION_FIRE  source=11 target=3 amount=0 action=cultist_bolt
  tick 264  DAMAGE  source=11 target=3 amount=7 action=cultist_bolt
  tick 264  STATUS_APPLIED  source=11 target=3 amount=0 action=cultist_bolt
  tick 265  DAMAGE  source=-1 target=3 amount=1 action=
  tick 265  ACTION_FIRE  source=8 target=3 amount=0 action=goblin_arrow
  tick 265  DAMAGE  source=8 target=3 amount=7 action=goblin_arrow
  tick 265  DAMAGE  source=-1 target=12 amount=1 action=
  tick 266  DAMAGE  source=-1 target=12 amount=1 action=
  tick 267  DAMAGE  source=-1 target=3 amount=1 action=
  tick 268  DAMAGE  source=-1 target=3 amount=1 action=
  tick 269  ACTION_FIRE  source=3 target=12 amount=0 action=abomination_claw
  tick 269  DAMAGE  source=3 target=12 amount=11 action=abomination_claw
  tick 269  STATUS_APPLIED  source=3 target=12 amount=0 action=abomination_claw
  tick 269  DAMAGE  source=-1 target=3 amount=1 action=
  tick 270  DAMAGE  source=-1 target=12 amount=1 action=
  tick 271  ACTION_START  source=12 target=3 amount=0 action=ghoul_maul
  tick 271  DAMAGE  source=-1 target=3 amount=1 action=
  tick 271  DAMAGE  source=-1 target=12 amount=1 action=
  tick 272  DAMAGE  source=-1 target=3 amount=1 action=
  tick 273  DAMAGE  source=-1 target=3 amount=1 action=
  tick 273  DAMAGE  source=-1 target=12 amount=1 action=
  tick 274  ACTION_START  source=8 target=3 amount=0 action=goblin_arrow
  tick 274  DAMAGE  source=-1 target=3 amount=1 action=
  tick 274  DAMAGE  source=-1 target=12 amount=1 action=
  tick 275  ACTION_START  source=11 target=3 amount=0 action=cultist_bolt
  tick 276  DAMAGE  source=-1 target=3 amount=1 action=
  tick 276  DAMAGE  source=-1 target=12 amount=1 action=
  tick 277  DAMAGE  source=-1 target=3 amount=1 action=
  tick 277  DAMAGE  source=-1 target=12 amount=1 action=
  tick 278  ACTION_START  source=13 target=3 amount=0 action=ghoul_maul
  tick 278  DAMAGE  source=-1 target=3 amount=1 action=
  tick 278  DAMAGE  source=-1 target=12 amount=1 action=
  tick 279  ACTION_START  source=3 target=12 amount=0 action=abomination_claw
  tick 279  DAMAGE  source=-1 target=3 amount=1 action=
  tick 280  DAMAGE  source=-1 target=3 amount=1 action=
  tick 280  DAMAGE  source=-1 target=12 amount=1 action=
  tick 281  DAMAGE  source=-1 target=3 amount=1 action=
  tick 281  ACTION_FIRE  source=8 target=3 amount=0 action=goblin_arrow
  tick 281  DAMAGE  source=8 target=3 amount=7 action=goblin_arrow
  tick 281  DAMAGE  source=-1 target=12 amount=1 action=
  tick 282  DAMAGE  source=-1 target=3 amount=1 action=
  tick 282  DAMAGE  source=-1 target=12 amount=1 action=
  tick 284  ACTION_FIRE  source=11 target=3 amount=0 action=cultist_bolt
  tick 284  DAMAGE  source=11 target=3 amount=7 action=cultist_bolt
  tick 284  STATUS_APPLIED  source=11 target=3 amount=0 action=cultist_bolt
  tick 284  ACTION_FIRE  source=12 target=3 amount=0 action=ghoul_maul
  tick 284  DAMAGE  source=12 target=3 amount=15 action=ghoul_maul
  tick 284  DEATH  source=12 target=3 amount=0 action=ghoul_maul
  tick 284  DAMAGE  source=-1 target=12 amount=1 action=
  tick 285  DAMAGE  source=-1 target=12 amount=1 action=
  tick 286  DAMAGE  source=-1 target=12 amount=1 action=
  tick 287  DAMAGE  source=-1 target=12 amount=1 action=
  tick 288  DAMAGE  source=-1 target=12 amount=1 action=
  tick 289  DAMAGE  source=-1 target=12 amount=1 action=
  tick 291  ACTION_FIRE  source=13 target=3 amount=0 action=ghoul_maul
  tick 291  MISS  source=13 target=3 amount=0 action=ghoul_maul
  tick 292  RESOURCE_SPENT  source=2 target=-1 amount=10 action=siege_shot
  tick 292  ACTION_START  source=2 target=12 amount=0 action=siege_shot
  tick 292  DAMAGE  source=-1 target=12 amount=1 action=
  tick 294  DAMAGE  source=-1 target=12 amount=1 action=
  tick 298  DAMAGE  source=-1 target=12 amount=1 action=
  tick 300  ACTION_FIRE  source=2 target=12 amount=0 action=siege_shot
  tick 300  DAMAGE  source=2 target=12 amount=26 action=siege_shot
  tick 302  DAMAGE  source=-1 target=12 amount=1 action=
  tick 304  DAMAGE  source=-1 target=12 amount=1 action=
  tick 305  DAMAGE  source=-1 target=12 amount=1 action=
  tick 306  DAMAGE  source=-1 target=12 amount=1 action=
  tick 307  DAMAGE  source=-1 target=12 amount=1 action=
  tick 310  DAMAGE  source=-1 target=12 amount=1 action=
  tick 311  DAMAGE  source=-1 target=12 amount=1 action=
  tick 312  DAMAGE  source=-1 target=12 amount=1 action=
  tick 316  ACTION_START  source=8 target=1 amount=0 action=goblin_arrow
  tick 318  DAMAGE  source=-1 target=12 amount=1 action=
  tick 319  RESOURCE_SPENT  source=1 target=-1 amount=15 action=priest_smite
  tick 319  ACTION_START  source=1 target=12 amount=0 action=priest_smite
  tick 321  DAMAGE  source=-1 target=12 amount=1 action=
  tick 322  DAMAGE  source=-1 target=12 amount=1 action=
  tick 323  ACTION_FIRE  source=8 target=1 amount=0 action=goblin_arrow
  tick 323  DAMAGE  source=8 target=1 amount=8 action=goblin_arrow
  tick 323  DAMAGE  source=-1 target=12 amount=1 action=
  tick 325  DAMAGE  source=-1 target=12 amount=1 action=
  tick 327  ACTION_FIRE  source=1 target=12 amount=0 action=priest_smite
  tick 327  DAMAGE  source=1 target=12 amount=15 action=priest_smite
  tick 327  DAMAGE  source=-1 target=12 amount=1 action=
  tick 329  RESOURCE_SPENT  source=2 target=-1 amount=10 action=siege_shot
  tick 329  ACTION_START  source=2 target=12 amount=0 action=siege_shot
  tick 329  DAMAGE  source=-1 target=12 amount=1 action=
  tick 330  DAMAGE  source=-1 target=12 amount=1 action=
  tick 331  DAMAGE  source=-1 target=12 amount=1 action=
  tick 332  ACTION_START  source=8 target=1 amount=0 action=goblin_arrow
  tick 332  DAMAGE  source=-1 target=12 amount=1 action=
  tick 334  DAMAGE  source=-1 target=12 amount=1 action=
  tick 335  ACTION_START  source=11 target=1 amount=0 action=cultist_bolt
  tick 336  DAMAGE  source=-1 target=12 amount=1 action=
  tick 337  ACTION_FIRE  source=2 target=12 amount=0 action=siege_shot
  tick 337  DAMAGE  source=2 target=12 amount=16 action=siege_shot
  tick 337  DEATH  source=2 target=12 amount=0 action=siege_shot
  tick 339  ACTION_FIRE  source=8 target=1 amount=0 action=goblin_arrow
  tick 339  DAMAGE  source=8 target=1 amount=8 action=goblin_arrow
  tick 344  ACTION_FIRE  source=11 target=1 amount=0 action=cultist_bolt
  tick 344  DAMAGE  source=11 target=1 amount=7 action=cultist_bolt
  tick 344  STATUS_APPLIED  source=11 target=1 amount=0 action=cultist_bolt
  tick 347  DAMAGE  source=-1 target=1 amount=1 action=
  tick 353  ACTION_START  source=8 target=1 amount=0 action=goblin_arrow
  tick 354  DAMAGE  source=-1 target=1 amount=1 action=
  tick 356  DAMAGE  source=-1 target=1 amount=1 action=
  tick 358  RESOURCE_SPENT  source=2 target=-1 amount=10 action=siege_shot
  tick 358  ACTION_START  source=2 target=13 amount=0 action=siege_shot
  tick 360  ACTION_FIRE  source=8 target=1 amount=0 action=goblin_arrow
  tick 360  DAMAGE  source=8 target=1 amount=8 action=goblin_arrow
  tick 361  DAMAGE  source=-1 target=1 amount=1 action=
  tick 366  ACTION_FIRE  source=2 target=13 amount=0 action=siege_shot
  tick 366  DAMAGE  source=2 target=13 amount=19 action=siege_shot
  tick 368  DAMAGE  source=-1 target=1 amount=1 action=
  tick 369  DAMAGE  source=-1 target=1 amount=1 action=
  tick 370  DAMAGE  source=-1 target=1 amount=1 action=
  tick 371  ACTION_START  source=11 target=1 amount=0 action=cultist_bolt
  tick 380  ACTION_FIRE  source=11 target=1 amount=0 action=cultist_bolt
  tick 380  DAMAGE  source=11 target=1 amount=7 action=cultist_bolt
  tick 380  STATUS_APPLIED  source=11 target=1 amount=0 action=cultist_bolt
  tick 382  DAMAGE  source=-1 target=1 amount=1 action=
  tick 383  DAMAGE  source=-1 target=1 amount=1 action=
  tick 384  RESOURCE_SPENT  source=2 target=-1 amount=10 action=siege_shot
  tick 384  ACTION_START  source=2 target=13 amount=0 action=siege_shot
  tick 385  ACTION_START  source=8 target=1 amount=0 action=goblin_arrow
  tick 385  DAMAGE  source=-1 target=1 amount=1 action=
  tick 388  DAMAGE  source=-1 target=1 amount=1 action=
  tick 390  DAMAGE  source=-1 target=1 amount=1 action=
  tick 391  DAMAGE  source=-1 target=1 amount=1 action=
  tick 392  DAMAGE  source=-1 target=1 amount=1 action=
  tick 392  ACTION_FIRE  source=2 target=13 amount=0 action=siege_shot
  tick 392  DAMAGE  source=2 target=13 amount=16 action=siege_shot
  tick 392  ACTION_FIRE  source=8 target=1 amount=0 action=goblin_arrow
  tick 392  DAMAGE  source=8 target=1 amount=8 action=goblin_arrow
  tick 393  DAMAGE  source=-1 target=1 amount=1 action=
  tick 395  DAMAGE  source=-1 target=1 amount=1 action=
  tick 398  DAMAGE  source=-1 target=1 amount=1 action=
  tick 399  DAMAGE  source=-1 target=1 amount=1 action=
  tick 402  ACTION_START  source=11 target=1 amount=0 action=cultist_bolt
  tick 404  RESOURCE_SPENT  source=2 target=-1 amount=10 action=siege_shot
  tick 404  ACTION_START  source=2 target=13 amount=0 action=siege_shot
  tick 404  ACTION_START  source=8 target=1 amount=0 action=goblin_arrow
  tick 406  DAMAGE  source=-1 target=1 amount=1 action=
  tick 407  DAMAGE  source=-1 target=1 amount=1 action=
  tick 411  DAMAGE  source=-1 target=1 amount=1 action=
  tick 411  ACTION_FIRE  source=8 target=1 amount=0 action=goblin_arrow
  tick 411  DAMAGE  source=8 target=1 amount=8 action=goblin_arrow
  tick 411  ACTION_FIRE  source=11 target=1 amount=0 action=cultist_bolt
  tick 411  DAMAGE  source=11 target=1 amount=7 action=cultist_bolt
  tick 411  STATUS_APPLIED  source=11 target=1 amount=0 action=cultist_bolt
  tick 412  ACTION_FIRE  source=2 target=13 amount=0 action=siege_shot
  tick 412  DAMAGE  source=2 target=13 amount=15 action=siege_shot
  tick 416  DAMAGE  source=-1 target=1 amount=1 action=
  tick 417  DAMAGE  source=-1 target=1 amount=1 action=
  tick 418  DAMAGE  source=-1 target=1 amount=1 action=
  tick 420  ACTION_START  source=8 target=1 amount=0 action=goblin_arrow
  tick 420  DAMAGE  source=-1 target=1 amount=1 action=
  tick 422  ACTION_START  source=11 target=1 amount=0 action=cultist_bolt
  tick 422  DAMAGE  source=-1 target=1 amount=1 action=
  tick 425  DAMAGE  source=-1 target=1 amount=1 action=
  tick 426  DAMAGE  source=-1 target=1 amount=1 action=
  tick 427  ACTION_FIRE  source=8 target=1 amount=0 action=goblin_arrow
  tick 427  DAMAGE  source=8 target=1 amount=8 action=goblin_arrow
  tick 429  RESOURCE_SPENT  source=2 target=-1 amount=10 action=siege_shot
  tick 429  ACTION_START  source=2 target=13 amount=0 action=siege_shot
  tick 429  DAMAGE  source=-1 target=1 amount=1 action=
  tick 429  DEATH  source=-1 target=1 amount=0 action=
  tick 431  ACTION_FIRE  source=11 target=1 amount=0 action=cultist_bolt
  tick 431  MISS  source=11 target=1 amount=0 action=cultist_bolt
  tick 437  ACTION_FIRE  source=2 target=13 amount=0 action=siege_shot
  tick 437  DAMAGE  source=2 target=13 amount=9 action=siege_shot
  tick 467  ACTION_START  source=8 target=2 amount=0 action=goblin_arrow
  tick 471  ACTION_START  source=11 target=2 amount=0 action=cultist_bolt
  tick 474  ACTION_FIRE  source=8 target=2 amount=0 action=goblin_arrow
  tick 474  DAMAGE  source=8 target=2 amount=8 action=goblin_arrow
  tick 480  ACTION_FIRE  source=11 target=2 amount=0 action=cultist_bolt
  tick 480  DAMAGE  source=11 target=2 amount=7 action=cultist_bolt
  tick 480  STATUS_APPLIED  source=11 target=2 amount=0 action=cultist_bolt
  tick 481  DAMAGE  source=-1 target=2 amount=1 action=
  tick 483  RESOURCE_SPENT  source=2 target=-1 amount=10 action=siege_shot
  tick 483  ACTION_START  source=2 target=13 amount=0 action=siege_shot
  tick 484  DAMAGE  source=-1 target=2 amount=1 action=
  tick 485  DAMAGE  source=-1 target=2 amount=1 action=
  tick 486  DAMAGE  source=-1 target=2 amount=1 action=
  tick 489  DAMAGE  source=-1 target=2 amount=1 action=
  tick 490  DAMAGE  source=-1 target=2 amount=1 action=
  tick 491  ACTION_START  source=8 target=2 amount=0 action=goblin_arrow
  tick 491  ACTION_FIRE  source=2 target=13 amount=0 action=siege_shot
  tick 491  DAMAGE  source=2 target=13 amount=11 action=siege_shot
  tick 491  DAMAGE  source=-1 target=2 amount=1 action=
  tick 498  ACTION_START  source=11 target=2 amount=0 action=cultist_bolt
  tick 498  ACTION_FIRE  source=8 target=2 amount=0 action=goblin_arrow
  tick 498  DAMAGE  source=8 target=2 amount=8 action=goblin_arrow
  tick 499  DAMAGE  source=-1 target=2 amount=1 action=
  tick 501  DAMAGE  source=-1 target=2 amount=1 action=
  tick 503  RESOURCE_SPENT  source=2 target=-1 amount=10 action=siege_shot
  tick 503  ACTION_START  source=2 target=13 amount=0 action=siege_shot
  tick 507  ACTION_FIRE  source=11 target=2 amount=0 action=cultist_bolt
  tick 507  DAMAGE  source=11 target=2 amount=7 action=cultist_bolt
  tick 507  STATUS_APPLIED  source=11 target=2 amount=0 action=cultist_bolt
  tick 509  DAMAGE  source=-1 target=2 amount=1 action=
  tick 510  ACTION_START  source=8 target=2 amount=0 action=goblin_arrow
  tick 511  ACTION_FIRE  source=2 target=13 amount=0 action=siege_shot
  tick 511  DAMAGE  source=2 target=13 amount=18 action=siege_shot
  tick 516  DAMAGE  source=-1 target=2 amount=1 action=
  tick 517  DAMAGE  source=-1 target=2 amount=1 action=
  tick 517  ACTION_FIRE  source=8 target=2 amount=0 action=goblin_arrow
  tick 517  DAMAGE  source=8 target=2 amount=8 action=goblin_arrow
  tick 520  DAMAGE  source=-1 target=2 amount=1 action=
  tick 521  ACTION_START  source=11 target=2 amount=0 action=cultist_bolt
  tick 524  DAMAGE  source=-1 target=2 amount=1 action=
  tick 527  DAMAGE  source=-1 target=2 amount=1 action=
  tick 528  DAMAGE  source=-1 target=2 amount=1 action=
  tick 530  ACTION_FIRE  source=11 target=2 amount=0 action=cultist_bolt
  tick 530  MISS  source=11 target=2 amount=0 action=cultist_bolt
  tick 535  DAMAGE  source=-1 target=2 amount=1 action=
  tick 536  DAMAGE  source=-1 target=2 amount=1 action=
  tick 540  RESOURCE_SPENT  source=2 target=-1 amount=10 action=siege_shot
  tick 540  ACTION_START  source=2 target=13 amount=0 action=siege_shot
  tick 544  DAMAGE  source=-1 target=2 amount=1 action=
  tick 545  DAMAGE  source=-1 target=2 amount=1 action=
  tick 546  DAMAGE  source=-1 target=2 amount=1 action=
  tick 548  ACTION_FIRE  source=2 target=13 amount=0 action=siege_shot
  tick 548  DAMAGE  source=2 target=13 amount=22 action=siege_shot
  tick 551  ACTION_START  source=8 target=2 amount=0 action=goblin_arrow
  tick 558  ACTION_FIRE  source=8 target=2 amount=0 action=goblin_arrow
  tick 558  DAMAGE  source=8 target=2 amount=8 action=goblin_arrow
  tick 559  DAMAGE  source=-1 target=2 amount=1 action=
  tick 561  DAMAGE  source=-1 target=2 amount=1 action=
  tick 564  DAMAGE  source=-1 target=2 amount=1 action=
  tick 567  RESOURCE_SPENT  source=2 target=-1 amount=10 action=siege_shot
  tick 567  ACTION_START  source=2 target=13 amount=0 action=siege_shot
  tick 569  DAMAGE  source=-1 target=2 amount=1 action=
  tick 572  DAMAGE  source=-1 target=2 amount=1 action=
  tick 575  ACTION_FIRE  source=2 target=13 amount=0 action=siege_shot
  tick 575  DAMAGE  source=2 target=13 amount=13 action=siege_shot
  tick 576  ACTION_START  source=8 target=2 amount=0 action=goblin_arrow
  tick 577  ACTION_START  source=11 target=2 amount=0 action=cultist_bolt
  tick 577  DAMAGE  source=-1 target=2 amount=1 action=
  tick 582  DAMAGE  source=-1 target=2 amount=1 action=
  tick 583  DAMAGE  source=-1 target=2 amount=1 action=
  tick 583  ACTION_FIRE  source=8 target=2 amount=0 action=goblin_arrow
  tick 583  DAMAGE  source=8 target=2 amount=8 action=goblin_arrow
  tick 586  DAMAGE  source=-1 target=2 amount=1 action=
  tick 586  ACTION_FIRE  source=11 target=2 amount=0 action=cultist_bolt
  tick 586  DAMAGE  source=11 target=2 amount=7 action=cultist_bolt
  tick 586  STATUS_APPLIED  source=11 target=2 amount=0 action=cultist_bolt
  tick 589  DAMAGE  source=-1 target=2 amount=1 action=
  tick 591  DAMAGE  source=-1 target=2 amount=1 action=
  tick 592  DAMAGE  source=-1 target=2 amount=1 action=
  tick 593  ACTION_START  source=8 target=2 amount=0 action=goblin_arrow
  tick 595  DAMAGE  source=-1 target=2 amount=1 action=
  tick 596  RESOURCE_SPENT  source=2 target=-1 amount=10 action=siege_shot
  tick 596  ACTION_START  source=2 target=13 amount=0 action=siege_shot
  tick 596  DAMAGE  source=-1 target=2 amount=1 action=
  tick 598  DAMAGE  source=-1 target=2 amount=1 action=
  tick 599  ACTION_START  source=11 target=2 amount=0 action=cultist_bolt
  tick 600  ACTION_FIRE  source=8 target=2 amount=0 action=goblin_arrow
  tick 600  DAMAGE  source=8 target=2 amount=8 action=goblin_arrow
  tick 602  DAMAGE  source=-1 target=2 amount=1 action=
  tick 603  DAMAGE  source=-1 target=2 amount=1 action=
  tick 604  ACTION_FIRE  source=2 target=13 amount=0 action=siege_shot
  tick 604  DAMAGE  source=2 target=13 amount=25 action=siege_shot
  tick 605  DAMAGE  source=-1 target=2 amount=1 action=
  tick 606  DAMAGE  source=-1 target=2 amount=1 action=
  tick 607  DAMAGE  source=-1 target=2 amount=1 action=
  tick 608  ACTION_FIRE  source=11 target=2 amount=0 action=cultist_bolt
  tick 608  DAMAGE  source=11 target=2 amount=4 action=cultist_bolt
  tick 608  STATUS_APPLIED  source=11 target=2 amount=0 action=cultist_bolt
  tick 608  DEATH  source=11 target=2 amount=0 action=cultist_bolt
  tick 608  FIGHT_END  source=-1 target=-1 amount=0 action=
--- end event log ---

=== FIGHT: no_siege_master (seed 7) ===
screenshot: playtest_wren_no_siege_master_00_select
classes picked before Start: ["Warrior", "Priest", "Geysermancer", "Abomination"] (wanted ["Warrior", "Priest", "Geysermancer", "Abomination"])
screenshot: playtest_wren_no_siege_master_01_start
screenshot: playtest_wren_no_siege_master_02_tick30
screenshot: playtest_wren_no_siege_master_03_tick120
screenshot: playtest_wren_no_siege_master_04_tick210
screenshot: playtest_wren_no_siege_master_05_tick300
screenshot: playtest_wren_no_siege_master_06_tick390
screenshot: playtest_wren_no_siege_master_07_end
outcome: ENEMY_WIN at tick 418 (13.9s), survivors 0/4, frames waited 2262
--- event log for no_siege_master ---
  tick 0  FIGHT_START  source=-1 target=-1 amount=0 action=
  tick 34  RESOURCE_SPENT  source=1 target=-1 amount=15 action=priest_smite
  tick 34  ACTION_START  source=1 target=5 amount=0 action=priest_smite
  tick 36  RESOURCE_SPENT  source=2 target=-1 amount=20 action=geyser_blast
  tick 36  ACTION_START  source=2 target=6 amount=0 action=geyser_blast
  tick 42  ACTION_FIRE  source=1 target=5 amount=0 action=priest_smite
  tick 42  DAMAGE  source=1 target=5 amount=18 action=priest_smite
  tick 46  ACTION_FIRE  source=2 target=6 amount=0 action=geyser_blast
  tick 46  DAMAGE  source=2 target=6 amount=10 action=geyser_blast
  tick 50  ACTION_START  source=11 target=0 amount=0 action=cultist_bolt
  tick 52  RESOURCE_SPENT  source=1 target=-1 amount=15 action=priest_smite
  tick 52  ACTION_START  source=1 target=5 amount=0 action=priest_smite
  tick 54  ACTION_START  source=0 target=4 amount=0 action=warrior_strike
  tick 54  ACTION_START  source=4 target=0 amount=0 action=goblin_stab
  tick 55  ACTION_START  source=8 target=0 amount=0 action=goblin_arrow
  tick 58  RESOURCE_SPENT  source=2 target=-1 amount=20 action=geyser_blast
  tick 58  ACTION_START  source=2 target=6 amount=0 action=geyser_blast
  tick 59  ACTION_FIRE  source=0 target=4 amount=0 action=warrior_strike
  tick 59  DAMAGE  source=0 target=4 amount=24 action=warrior_strike
  tick 59  ACTION_FIRE  source=4 target=0 amount=0 action=goblin_stab
  tick 59  DAMAGE  source=4 target=0 amount=8 action=goblin_stab
  tick 59  ACTION_FIRE  source=11 target=0 amount=0 action=cultist_bolt
  tick 59  DAMAGE  source=11 target=0 amount=7 action=cultist_bolt
  tick 59  STATUS_APPLIED  source=11 target=0 amount=0 action=cultist_bolt
  tick 60  DAMAGE  source=-1 target=0 amount=1 action=
  tick 60  ACTION_FIRE  source=1 target=5 amount=0 action=priest_smite
  tick 60  DAMAGE  source=1 target=5 amount=10 action=priest_smite
  tick 61  DAMAGE  source=-1 target=0 amount=1 action=
  tick 62  DAMAGE  source=-1 target=0 amount=1 action=
  tick 62  ACTION_FIRE  source=8 target=0 amount=0 action=goblin_arrow
  tick 62  DAMAGE  source=8 target=0 amount=7 action=goblin_arrow
  tick 63  DAMAGE  source=-1 target=0 amount=1 action=
  tick 64  ACTION_START  source=10 target=3 amount=0 action=goblin_arrow
  tick 64  DAMAGE  source=-1 target=0 amount=1 action=
  tick 66  ACTION_START  source=4 target=0 amount=0 action=goblin_stab
  tick 66  DAMAGE  source=-1 target=0 amount=1 action=
  tick 67  ACTION_START  source=0 target=4 amount=0 action=warrior_strike
  tick 67  DAMAGE  source=-1 target=0 amount=1 action=
  tick 68  DAMAGE  source=-1 target=0 amount=1 action=
  tick 68  ACTION_FIRE  source=2 target=6 amount=0 action=geyser_blast
  tick 68  DAMAGE  source=2 target=6 amount=14 action=geyser_blast
  tick 69  RESOURCE_SPENT  source=3 target=-1 amount=40 action=abomination_immolate
  tick 69  ACTION_START  source=3 target=7 amount=0 action=abomination_immolate
  tick 69  ACTION_START  source=9 target=3 amount=0 action=goblin_arrow
  tick 69  DAMAGE  source=-1 target=0 amount=1 action=
  tick 70  RESOURCE_SPENT  source=1 target=-1 amount=15 action=priest_smite
  tick 70  ACTION_START  source=1 target=6 amount=0 action=priest_smite
  tick 70  ACTION_START  source=11 target=0 amount=0 action=cultist_bolt
  tick 71  ACTION_START  source=5 target=0 amount=0 action=goblin_stab
  tick 71  ACTION_START  source=8 target=0 amount=0 action=goblin_arrow
  tick 71  DAMAGE  source=-1 target=0 amount=1 action=
